area,year,salary,insurance_rate,growth,collect_rate
12,2050,381283.1783,0.9,0.038808932,0.9
13,1965,573,0,0,0
13,1966,566,0,-0.011972077,0
13,1967,570,0,0.006925795,0
13,1968,561,0,-0.015473684,0
13,1969,559,0,-0.003493761,0
13,1970,545,0,-0.024543828,0
13,1971,544,0,-0.001798165,0
13,1972,571,0,0.048639706,0
13,1973,570,0,-0.001716287,0
13,1974,567,0,-0.005157895,0
13,1975,564,0,-0.005185185,0
13,1976,553,0,-0.019113475,0
13,1977,554,0,0.001772152,0
13,1978,592,0,0.067220217,0
13,1979,636,0,0.072837838,0
13,1980,726,0,0.138679245,0
13,1981,771,0,0.060743802,0
13,1982,800,0,0.036861219,0
13,1983,824,0,0.0294,0
13,1984,965,0,0.167694175,0
13,1985,1043,0,0.079212435,0
13,1986,1221,0,0.167248322,0
13,1987,1394,0,0.138853399,0
13,1988,1688,0,0.206685796,0
13,1989,1821,0,0.07721564,0
13,1990,2019,0,0.106556837,0
13,1991,2156,0,0.066498266,0
13,1992,2485,0,0.089545455,0
13,1993,3034,0,0.090650704,0
13,1994,4185,0,0.101779829,0
13,1995,4839,0,0.153146953,0
13,1996,5286,0,0.090526968,0
13,1997,5692,0,0.075270526,0.814657298
13,1998,6302,0,0.105024596,0.784022644
13,1999,7022,0,0.111964456,0.79480397
13,2000,7781,0,0.105927086,0.813630807
13,2001,8730,0,0.119524483,0.808557462
13,2002,10032,0,0.146158076,0.786906791
13,2003,11189,0,0.113024322,0.747984674
13,2004,12925,0,0.152049334,0.779759619
13,2005,14707,0,0.135114894,0.803566099
13,2006,16590,0,0.125473584,0.75941529
13,2007,19911,0,0.196177215,0.809805074
13,2008,24756,0,0.238466174,0.816481519
13,2009,28383,0,0.143579738,0.803097918
13,2010,32306,0,0.135452207,0.823001888
13,2011,35973,0,0.11123816,0.816193792
13,2012,39542,0,0.097229033,0.766989142
13,2013,42532,0,0.074103485,0.739312561
13,2014,46239,0,0.085414747,0.775564963
13,2015,52409,0,0.130768399,0.762377452
13,2016,56987,0,0.085604381,0.609692506
13,2017,65266,0,0.082373173,0.616143546
13,2018,71633,0.62143617,0.09560353,0.624081799
13,2019,75775,0.657753587,0.056666062,0.646904255
13,2020,79964,0.554242496,0.044176443,0.602026786
13,2021,82526,0.564242496,0.063496083,0.612026786
13,2022,87873.01813,0.574242496,0.063496083,0.622026786
13,2023,93566.47985,0.584242496,0.063496083,0.632026786
13,2024,99628.83189,0.594242496,0.063496083,0.642026786
13,2025,106083.9754,0.604242496,0.063496083,0.652026786
13,2026,112957.36,0.614242496,0.063496083,0.662026786
13,2027,120276.0844,0.624242496,0.063496083,0.672026786
13,2028,128069.0031,0.634242496,0.063496083,0.682026786
13,2029,136366.8399,0.644242496,0.063496083,0.692026786
13,2030,125322.6596,0.654242496,0.046563794,0.702026786
13,2031,131277.25,0.664242496,0.046563794,0.712026786
13,2032,137514.7672,0.674242496,0.046563794,0.722026786
13,2033,144048.6543,0.684242496,0.046563794,0.732026786
13,2034,150892.993,0.694242496,0.046563794,0.742026786
13,2035,158062.5342,0.704242496,0.046563794,0.752026786
13,2036,165572.7294,0.714242496,0.046563794,0.762026786
13,2037,173439.7647,0.724242496,0.046563794,0.772026786
13,2038,181680.5948,0.734242496,0.046563794,0.782026786
13,2039,190312.9804,0.744242496,0.046563794,0.792026786
13,2040,199355.5258,0.754242496,0.046563794,0.802026786
13,2041,208827.7194,0.764242496,0.046563794,0.812026786
13,2042,218749.9755,0.774242496,0.046563794,0.822026786
13,2043,229143.6785,0.784242496,0.046563794,0.832026786
13,2044,240031.2286,0.794242496,0.046563794,0.842026786
13,2045,251436.0906,0.804242496,0.046563794,0.852026786
13,2046,263382.8441,0.814242496,0.046563794,0.862026786
13,2047,275897.2366,0.824242496,0.046563794,0.872026786
13,2048,289006.2388,0.834242496,0.046563794,0.882026786
13,2049,302738.1032,0.844242496,0.046563794,0.892026786
13,2050,317122.4245,0.854242496,0.046563794,0.9
14,1965,624,0,0,0
14,1966,617,0,-0.01099359,0
14,1967,621,0,0.076353323,0
14,1968,610,0,-0.00173591,0
14,1969,608,0,-0.003213115,0
14,1970,593,0,-0.024177632,0
14,1971,592,0,-0.001652614,0
14,1972,622,0,0.049662162,0
14,1973,621,0,-0.001575563,0
14,1974,618,0,-0.0047343,0
14,1975,614,0,-0.006343042,0
14,1976,602,0,-0.001915309,0
14,1977,601,0,-0.001627907,0
14,1978,632,0,0.050549085,0
14,1979,755,0,0.190727848,0
14,1980,754,0,-0.001298013,0
14,1981,802,0,0.062387268,0
14,1982,830,0,0.074214464,0
14,1983,868,0,0.08586747,0
14,1984,1086,0,0.246129032,0
14,1985,1098,0,0.080828729,0
14,1986,1266,0,0.149945355,0
14,1987,1427,0,0.124628752,0
14,1988,1661,0,0.160700771,0
14,1989,1902,0,0.142191451,0
14,1990,2111,0,0.107686646,0
14,1991,2267,0,0.072420654,0
14,1992,2530,0,0.113692104,0
14,1993,3025,0,0.19173913,0
14,1994,3997,0,0.314895868,0
14,1995,4721,0,0.177513135,0
14,1996,5183,0,0.09590341,0
14,1997,5320,0,0.065903917,0.668925373
14,1998,5641,0,0.059131579,0.727049741
14,1999,6065,0,0.073660698,0.823761964
14,2000,6918,0,0.137830173,0.807814603
14,2001,8122,0,0.170557965,0.863495216
14,2002,9357,0,0.149015021,0.886818838
14,2003,10729,0,0.143695629,0.893735378
14,2004,12943,0,0.202229472,0.843209269
14,2005,15645,0,0.204586263,0.869125233
14,2006,18300,0,0.166308725,0.876791211
14,2007,21525,0,0.172704918,0.827654774
14,2008,25828,0,0.195908943,0.838753914
14,2009,28469,0,0.100208301,0.864724899
14,2010,33544,0,0.174698795,0.875686387
14,2011,39903,0,0.185780467,0.851386141
14,2012,44943,0,0.123780167,0.855313381
14,2013,47417,0,0.053946555,0.821580544
14,2014,49984,0,0.073053968,0.873355606
14,2015,52960,0,0.058348271,0.839385819
14,2016,54975,0,0.087286631,0.675239405
14,2017,61547,0,0.117154343,0.691123372
14,2018,67669,0.653840504,0.097479325,0.707104796
14,2019,72207,0.621528067,0.065720492,0.723242288
14,2020,77364,0.653383234,0.069991275,0.734996375
14,2021,82413,0.663383234,0.104348111,0.744996375
14,2022,91188.14375,0.673383234,0.104348111,0.754996375
14,2023,100897.6443,0.683383234,0.104348111,0.764996375
14,2024,111640.9898,0.693383234,0.104348111,0.774996375
14,2025,123528.2616,0.703383234,0.104348111,0.784996375
14,2026,136681.2624,0.713383234,0.104348111,0.794996375
14,2027,151234.764,0.723383234,0.104348111,0.804996375
14,2028,167337.8884,0.733383234,0.104348111,0.814996375
14,2029,185155.636,0.743383234,0.104348111,0.824996375
14,2030,162131.6318,0.753383234,0.076521948,0.834996375
14,2031,174791.4566,0.763383234,0.076521948,0.844996375
14,2032,188439.8063,0.773383234,0.076521948,0.854996375
14,2033,203153.8687,0.783383234,0.076521948,0.864996375
14,2034,219016.8583,0.793383234,0.076521948,0.874996375
14,2035,236118.4875,0.803383234,0.076521948,0.884996375
14,2036,254555.4739,0.813383234,0.076521948,0.894996375
14,2037,274432.0869,0.823383234,0.076521948,0.9
14,2038,295860.7378,0.833383234,0.076521948,0.9
14,2039,318962.6154,0.843383234,0.076521948,0.9
14,2040,343868.3712,0.853383234,0.076521948,0.9
14,2041,370718.8586,0.863383234,0.076521948,0.9
14,2042,399665.9293,0.873383234,0.076521948,0.9
14,2043,430873.292,0.883383234,0.076521948,0.9
14,2044,464517.4386,0.893383234,0.076521948,0.9
14,2045,500788.642,0.9,0.076521948,0.9
14,2046,539892.0323,0.9,0.076521948,0.9
14,2047,582048.7569,0.9,0.076521948,0.9
14,2048,627497.2311,0.9,0.076521948,0.9
14,2049,676494.4868,0.9,0.076521948,0.9
14,2050,729317.6256,0.9,0.076521948,0.9
15,1965,678,0,0,0
15,1966,670,0,-0.011563422,0
15,1967,675,0,0.07313433,0
15,1968,663,0,-0.001742222,0
15,1969,661,0,-0.002956259,0
15,1970,645,0,-0.002372163,0
15,1971,644,0,-0.00151938,0
15,1972,676,0,0.078695652,0
15,1973,675,0,-0.001449704,0
15,1974,671,0,0.06807407,0
15,1975,667,0,-0.001842027,0
15,1976,679,0,0.077631184,0
15,1977,678,0,-0.001443299,0
15,1978,712,0,0.069144543,0
15,1979,697,0,-0.002064607,0
15,1980,796,0,0.139196557,0
15,1981,851,0,0.067713568,0
15,1982,868,0,0.069576968,0
15,1983,902,0,0.068387097,0
15,1984,1047,0,0.157538803,0
15,1985,1095,0,0.074928367,0
15,1986,1239,0,0.128876712,0
15,1987,1331,0,0.072768362,0
15,1988,1548,0,0.159774606,0
15,1989,1685,0,0.086731266,0
15,1990,1846,0,0.093637982,0
15,1991,2012,0,0.088125677,0
15,1992,2339,0,0.159274354,0
15,1993,2796,0,0.191474989,0
15,1994,3675,0,0.308090129,0
15,1995,4134,0,0.1224,0
15,1996,4716,0,0.13796807,0
15,1997,5124,0,0.084783715,0.800080697
15,1998,5792,0,0.127759563,0.821514713
15,1999,6347,0,0.093905387,0.803036938
15,2000,6974,0,0.096811092,0.840084007
15,2001,8250,0,0.179305994,0.806299705
15,2002,9683,0,0.17022303,0.858193202
15,2003,11279,0,0.161528452,0.849359158
15,2004,13324,0,0.177684192,0.827074131
15,2005,15985,0,0.195720504,0.826433844
15,2006,18469,0,0.15228777,0.82955573
15,2007,21884,0,0.181206346,0.856206831
15,2008,26114,0,0.189426065,0.802506705
15,2009,30699,0,0.172064793,0.863944344
15,2010,35507,0,0.15348513,0.808825287
15,2011,41481,0,0.164883544,0.815718673
15,2012,47053,0,0.131640028,0.804561455
15,2013,51388,0,0.090287548,0.782669265
15,2014,54460,0,0.078584884,0.751229092
15,2015,57870,0,0.066362468,0.749953744
15,2016,61994,0,0.071837913,0.730207337
15,2017,67688,0,0.090010646,0.744126067
15,2018,75601,0.730100788,0.11456595,0.703493218
15,2019,83277,0.71955293,0.099502388,0.669587254
15,2020,87916,0.685357143,0.064591544,0.658652677
15,2021,90426,0.695357143,0.073923553,0.668652677
15,2022,97247.0318,0.705357143,0.073923553,0.678652677
15,2023,104582.589,0.715357143,0.073923553,0.688652677
15,2024,112471.4834,0.725357143,0.073923553,0.698652677
15,2025,120955.4545,0.735357143,0.073923553,0.708652677
15,2026,130079.3901,0.745357143,0.073923553,0.718652677
15,2027,139891.5642,0.755357143,0.073923553,0.728652677
15,2028,150443.8922,0.765357143,0.073923553,0.738652677
15,2029,161792.2054,0.775357143,0.073923553,0.748652677
15,2030,146804.5517,0.785357143,0.054210605,0.758652677
15,2031,154925.3309,0.795357143,0.054210605,0.768652677
15,2032,163495.3267,0.805357143,0.054210605,0.778652677
15,2033,172539.3886,0.815357143,0.054210605,0.788652677
15,2034,182083.7403,0.825357143,0.054210605,0.798652677
15,2035,192156.0564,0.835357143,0.054210605,0.808652677
15,2036,202785.5422,0.845357143,0.054210605,0.818652677
15,2037,214003.0187,0.855357143,0.054210605,0.828652677
15,2038,225841.0117,0.865357143,0.054210605,0.838652677
15,2039,238333.8464,0.875357143,0.054210605,0.848652677
15,2040,251517.7464,0.885357143,0.054210605,0.858652677
15,2041,265430.9396,0.895357143,0.054210605,0.868652677
15,2042,280113.768,0.9,0.054210605,0.878652677
15,2043,295608.8057,0.9,0.054210605,0.888652677
15,2044,311960.9814,0.9,0.054210605,0.898652677
15,2045,329217.7096,0.9,0.054210605,0.9
15,2046,347429.0273,0.9,0.054210605,0.9
15,2047,366647.7393,0.9,0.054210605,0.9
15,2048,386929.5719,0.9,0.054210605,0.9
15,2049,408333.3334,0.9,0.054210605,0.9
15,2050,430921.0855,0.9,0.054210605,0.9
21,1965,628,0,0,0
21,1966,620,0,-0.012484076,0
21,1967,625,0,0.007903226,0
21,1968,614,0,-0.017248,0
21,1969,612,0,-0.003192182,0
21,1970,597,0,-0.024019608,0
21,1971,596,0,-0.001641541,0
21,1972,626,0,0.049328859,0
21,1973,625,0,-0.001565495,0
21,1974,621,0,-0.006272,0
21,1975,617,0,-0.006312399,0
21,1976,612,0,-0.007941653,0
21,1977,613,0,0.001601307,0
21,1978,654,0,0.065546493,0
21,1979,711,0,0.085412844,0
21,1980,811,0,0.137834037,0
21,1981,822,0,0.013292232,0
21,1982,828,0,0.007153285,0
21,1983,852,0,0.028405797,0
21,1984,989,0,0.15758216,0
21,1985,1064,0,0.074317492,0
21,1986,1243,0,0.164868421,0
21,1987,1469,0,0.178181818,0
21,1988,1784,0,0.210142954,0
21,1989,1982,0,0.108766816,0
21,1990,2180,0,0.09790111,0
21,1991,2371,0,0.085862385,0
21,1992,2715,0,0.142184732,0
21,1993,3248,0,0.192390424,0
21,1994,4269,0,0.308060345,0
21,1995,4911,0,0.147378777,0
21,1996,5269,0,0.071439625,0
21,1997,5591,0,0.059889922,0.836984275
21,1998,7161,0,0.275192273,0.801299462
21,1999,7895,0,0.100449658,0.867780506
21,2000,8811,0,0.113702343,0.866094089
21,2001,10145,0,0.148373624,0.843307766
21,2002,11659,0,0.146251355,0.840383365
21,2003,13008,0,0.113390514,0.877926603
21,2004,14921,0,0.144122079,0.832712323
21,2005,17331,0,0.158286978,0.830713316
21,2006,19624,0,0.129660147,0.825109562
21,2007,23202,0,0.178681207,0.861915819
21,2008,27729,0,0.19121024,0.816367751
21,2009,31104,0,0.119279455,0.767901038
21,2010,35057,0,0.124547968,0.76366679
21,2011,38713,0,0.102201557,0.807753267
21,2012,42503,0,0.095941932,0.831190466
21,2013,46310,0,0.087778745,0.832945386
21,2014,49110,0,0.059252861,0.827783835
21,2015,53458,0,0.086765221,0.849494133
21,2016,57148,0,0.067645628,0.81610827
21,2017,62545,0,0.09255022,0.795447066
21,2018,69093,0.843004818,0.102598769,0.769700438
21,2019,75264,0.86524077,0.087528114,0.799344736
21,2020,82223,0.816509115,0.090611979,0.708958849
21,2021,86062,0.826509115,0.054964274,0.718958849
21,2022,91704.76116,0.836509115,0.054964274,0.728958849
21,2023,96848.11381,0.846509115,0.054964274,0.738958849
21,2024,102279.9365,0.856509115,0.054964274,0.748958849
21,2025,108016.4084,0.866509115,0.054964274,0.758958849
21,2026,114074.616,0.876509115,0.054964274,0.768958849
21,2027,120472.6042,0.886509115,0.054964274,0.778958849
21,2028,127229.4299,0.896509115,0.054964274,0.788958849
21,2029,134365.2189,0.9,0.054964274,0.798958849
21,2030,123038.7172,0.9,0.040307134,0.808958849
21,2031,128099.2662,0.9,0.040307134,0.818958849
21,2032,133367.9543,0.9,0.040307134,0.828958849
21,2033,138853.3421,0.9,0.040307134,0.838958849
21,2034,144564.3424,0.9,0.040307134,0.848958849
21,2035,150510.2345,0.9,0.040307134,0.858958849
21,2036,156700.6797,0.9,0.040307134,0.868958849
21,2037,163145.7361,0.9,0.040307134,0.878958849
21,2038,169855.8759,0.9,0.040307134,0.888958849
21,2039,176842.002,0.9,0.040307134,0.898958849
21,2040,184115.4656,0.9,0.040307134,0.9
21,2041,191688.0847,0.9,0.040307134,0.9
21,2042,199572.1637,0.9,0.040307134,0.9
21,2043,207780.5126,0.9,0.040307134,0.9
21,2044,216326.4687,0.9,0.040307134,0.9
21,2045,225223.9177,0.9,0.040307134,0.9
21,2046,234487.3163,0.9,0.040307134,0.9
21,2047,244131.716,0.9,0.040307134,0.9
21,2048,254172.7872,0.9,0.040307134,0.9
21,2049,264626.845,0.9,0.040307134,0.9
21,2050,275510.8753,0.9,0.040307134,0.9
22,1965,740,0,0,0
22,1966,718,0,-0.029135135,0
22,1967,685,0,-0.045041783,0
22,1968,670,0,-0.021459854,0
22,1969,744,0,0.108238806,0
22,1970,698,0,-0.060591398,0
22,1971,677,0,-0.029484241,0
22,1972,736,0,0.085406204,0
22,1973,638,0,-0.13048913,0
22,1974,671,0,0.050689655,0
22,1975,655,0,-0.023368107,0
22,1976,636,0,-0.028427481,0
22,1977,609,0,-0.041603774,0
22,1978,651,0,0.067586207,0
22,1979,700,0,0.073763441,0
22,1980,763,0,0.0882,0
22,1981,840,0,0.098899083,0
22,1982,863,0,0.026833333,0
22,1983,881,0,0.020440324,0
22,1984,1008,0,0.141271283,0
22,1985,1055,0,0.045694444,0
22,1986,1188,0,0.123545024,0
22,1987,1366,0,0.146835017,0
22,1988,1630,0,0.189399707,0
22,1989,1755,0,0.075153374,0
22,1990,1888,0,0.074267806,0
22,1991,2045,0,0.081493644,0
22,1992,2308,0,0.12603423,0
22,1993,2700,0,0.06644714,0
22,1994,3666,0,0.050622222,0
22,1995,4430,0,0.074233497,0
22,1996,5370,0,0.087945824,0
22,1997,5664,0,0.053653631,0.854309247
22,1998,6551,0,0.053471045,0.794608819
22,1999,7158,0,0.090804457,0.780036209
22,2000,7924,0,0.10487287,0.858166998
22,2001,8771,0,0.10475265,0.806155455
22,2002,9990,0,0.136201117,0.85089572
22,2003,11081,0,0.107025025,0.851794388
22,2004,12431,0,0.119393557,0.851808501
22,2005,14409,0,0.055935967,0.781862355
22,2006,16583,0,0.067860365,0.820910649
22,2007,20513,0,0.062249894,0.791819273
22,2008,23486,0,0.142033832,0.778397972
22,2009,26230,0,0.11449885,0.807322162
22,2010,29399,0,0.118399543,0.782286571
22,2011,34197,0,0.159938773,0.846710145
22,2012,39092,0,0.140278387,0.822495405
22,2013,43821,0,0.118551622,0.782524189
22,2014,47683,0,0.086368636,0.84934381
22,2015,52927,0,0.107776776,0.786659493
22,2016,57486,0,0.08441476,0.760610464
22,2017,62908,0,0.092432244,0.732868796
22,2018,70309,0.649579541,0.115295034,0.72959762
22,2019,76401,0.698129862,0.084913169,0.731849633
22,2020,81050,0.693846154,0.059632989,0.674180418
22,2021,83028,0.703846154,0.043687948,0.684180418
22,2022,86729.34993,0.713846154,0.043687948,0.694180418
22,2023,90595.70433,0.723846154,0.043687948,0.704180418
22,2024,94634.41902,0.733846154,0.043687948,0.714180418
22,2025,98853.17776,0.743846154,0.043687948,0.724180418
22,2026,103260.0068,0.753846154,0.043687948,0.734180418
22,2027,107863.2903,0.763846154,0.043687948,0.744180418
22,2028,112671.786,0.773846154,0.043687948,0.754180418
22,2029,117694.6422,0.783846154,0.043687948,0.764180418
22,2030,110907.4219,0.793846154,0.032037828,0.774180418
22,2031,114533.1698,0.803846154,0.032037828,0.784180418
22,2032,118277.4494,0.813846154,0.032037828,0.794180418
22,2033,122144.1358,0.823846154,0.032037828,0.804180418
22,2034,126137.2305,0.833846154,0.032037828,0.814180418
22,2035,130260.8662,0.843846154,0.032037828,0.824180418
22,2036,134519.3103,0.853846154,0.032037828,0.834180418
22,2037,138916.9701,0.863846154,0.032037828,0.844180418
22,2038,143458.3967,0.873846154,0.032037828,0.854180418
22,2039,148148.2901,0.883846154,0.032037828,0.864180418
22,2040,152991.5038,0.893846154,0.032037828,0.874180418
22,2041,157993.0503,0.9,0.032037828,0.884180418
22,2042,163158.1056,0.9,0.032037828,0.894180418
22,2043,168492.0152,0.9,0.032037828,0.9
22,2044,174000.2992,0.9,0.032037828,0.9
22,2045,179688.6581,0.9,0.032037828,0.9
22,2046,185562.9789,0.9,0.032037828,0.9
22,2047,191629.341,0.9,0.032037828,0.9
22,2048,197894.0226,0.9,0.032037828,0.9
22,2049,204363.507,0.9,0.032037828,0.9
22,2050,211044.4896,0.9,0.032037828,0.9
23,1965,679,0,0,0
23,1966,671,0,-0.006154639,0
23,1967,675,0,0.055842027,0
23,1968,664,0,-0.005597037,0
23,1969,662,0,-0.002951807,0
23,1970,646,0,-0.00136858,0
23,1971,644,0,-0.003034056,0
23,1972,677,0,0.078217391,0
23,1973,675,0,-0.002895126,0
23,1974,672,0,-0.004355556,0
23,1975,667,0,-0.001291667,0
23,1976,662,0,-0.001346327,0
23,1977,663,0,0.081480363,0
23,1978,708,0,0.086515837,0
23,1979,769,0,0.084435028,0
23,1980,877,0,0.13763329,0
23,1981,889,0,0.091340935,0
23,1982,908,0,0.082094488,0
23,1983,930,0,0.076374449,0
23,1984,1039,0,0.114860215,0
23,1985,1046,0,0.106602502,0
23,1986,1209,0,0.152715105,0
23,1987,1357,0,0.119966915,0
23,1988,1578,0,0.159602063,0
23,1989,1739,0,0.099987326,0
23,1990,1850,0,0.102553191,0
23,1991,2070,0,0.116540541,0
